# pixel_index	counts_u16	rel_intensity
170.000000	1513	0.0230869001
171.000000	1574	0.0240177005
172.000000	849	0.0129549096
173.000000	1310	0.0199893187
174.000000	1202	0.0183413443
175.000000	1766	0.0269474327
176.000000	1366	0.0208438239
177.000000	1314	0.0200503548
178.000000	1185	0.0180819409
179.000000	1293	0.0197299153
180.000000	1454	0.0221866178
181.000000	1099	0.0167696651
182.000000	1136	0.0173342489
183.000000	1042	0.0158999008
184.000000	1192	0.0181887541
185.000000	1159	0.0176852064
186.000000	1551	0.0236667430
187.000000	1267	0.0193331807
188.000000	1309	0.0199740597
189.000000	1184	0.0180666819
190.000000	1480	0.0225833524
191.000000	1407	0.0214694438
192.000000	1249	0.0190585183
193.000000	1297	0.0197909514
194.000000	1575	0.0240329595
195.000000	1080	0.0164797436
196.000000	1026	0.0156557565
197.000000	1254	0.0191348135
198.000000	1002	0.0152895399
199.000000	1337	0.0204013123
200.000000	1281	0.0195468070
201.000000	1292	0.0197146563
202.000000	1297	0.0197909514
203.000000	1112	0.0169680323
204.000000	1354	0.0206607156
205.000000	1266	0.0193179217
206.000000	1476	0.0225223163
207.000000	1031	0.0157320516
208.000000	1331	0.0203097581
209.000000	1143	0.0174410620
210.000000	1057	0.0161287861
211.000000	1179	0.0179903868
212.000000	1207	0.0184176394
213.000000	1042	0.0158999008
214.000000	1209	0.0184481575
215.000000	1264	0.0192874037
216.000000	1126	0.0171816587
217.000000	1258	0.0191958495
218.000000	1512	0.0230716411
219.000000	1169	0.0178377966
220.000000	1414	0.0215762570
221.000000	1421	0.0216830701
222.000000	1088	0.0166018158
223.000000	1276	0.0194705119
224.000000	1407	0.0214694438
225.000000	1326	0.0202334630
226.000000	1419	0.0216525521
227.000000	1339	0.0204318303
228.000000	1114	0.0169985504
229.000000	1329	0.0202792401
230.000000	1323	0.0201876860
231.000000	1155	0.0176241703
232.000000	1496	0.0228274968
233.000000	1511	0.0230563821
234.000000	1270	0.0193789578
235.000000	1138	0.0173647669
236.000000	1285	0.0196078431
237.000000	1237	0.0188754101
238.000000	1152	0.0175783932
239.000000	1345	0.0205233845
240.000000	1321	0.0201571679
241.000000	1065	0.0162508583
242.000000	1210	0.0184634165
243.000000	1191	0.0181734951
244.000000	1162	0.0177309834
245.000000	1331	0.0203097581
246.000000	911	0.0139009689
247.000000	1237	0.0188754101
248.000000	1458	0.0222476539
249.000000	1271	0.0193942168
250.000000	1478	0.0225528344
251.000000	1338	0.0204165713
252.000000	1344	0.0205081254
253.000000	1365	0.0208285649
254.000000	1470	0.0224307622
255.000000	1278	0.0195010300
256.000000	1297	0.0197909514
257.000000	1214	0.0185244526
258.000000	1278	0.0195010300
259.000000	1633	0.0249179828
260.000000	1204	0.0183718624
261.000000	1202	0.0183413443
262.000000	1415	0.0215915160
263.000000	1396	0.0213015946
264.000000	1545	0.0235751888
265.000000	1096	0.0167238880
266.000000	1515	0.0231174182
267.000000	1160	0.0177004654
268.000000	1339	0.0204318303
269.000000	1298	0.0198062104
270.000000	1479	0.0225680934
271.000000	1460	0.0222781720
272.000000	1217	0.0185702296
273.000000	1652	0.0252079042
274.000000	1404	0.0214236667
275.000000	1273	0.0194247349
276.000000	1390	0.0212100404
277.000000	1189	0.0181429770
278.000000	1238	0.0188906691
279.000000	1219	0.0186007477
280.000000	1332	0.0203250172
281.000000	1318	0.0201113909
282.000000	1402	0.0213931487
283.000000	1192	0.0181887541
284.000000	1318	0.0201113909
285.000000	1427	0.0217746242
286.000000	1661	0.0253452354
287.000000	1351	0.0206149386
288.000000	1404	0.0214236667
289.000000	1431	0.0218356603
290.000000	1158	0.0176699474
291.000000	1334	0.0203555352
